,Price,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Balcony,State of the property,Furnished,Surface of living-room,Number of showers,Number of facades,Surface terrace,Security door,Access for disabled,Surface garden,Garage,Brussels,Walloon Brabant,Flemish Brabant,Antwerp,Limburg,Liege,Namur,Hainaut,Luxembourg,West Flanders,East Flanders,Type property
1202,139000,53,1,1,1,0,0,0,17,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1203,225000,95,1,1,1,0,1,0,28,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1204,260000,100,2,1,1,0,1,0,30,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1205,189000,61,2,1,1,0,1,0,21,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1206,129000,50,1,1,1,0,1,0,13,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1207,159000,70,1,1,1,0,2,0,29,1,4,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1208,179000,70,1,1,1,0,2,0,30,1,4,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1209,189000,70,1,1,1,0,2,0,21,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1210,179000,70,2,1,1,0,2,0,26,1,4,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1211,219000,90,2,1,1,0,2,0,25,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1212,175000,70,1,1,1,0,2,0,30,1,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1213,150000,60,1,1,1,0,2,0,18,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1214,150000,60,1,1,1,0,2,0,18,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1215,219000,70,2,1,1,0,2,0,24,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1216,199000,85,2,1,1,0,1,0,24,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1217,199000,60,2,1,1,0,1,0,26,1,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1218,285000,98,2,1,2,0,1,1,29,1,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1219,587814,227,2,1,1,0,2,0,67,1,2,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0
1220,595000,185,1,1,1,0,1,0,55,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1221,576479,202,1,1,1,0,1,0,60,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1222,99500,60,1,1,1,0,2,0,18,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1223,469000,116,2,1,1,0,1,0,34,1,2,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1224,576479,165,1,1,2,0,1,0,45,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1225,587814,194,1,1,2,0,1,0,75,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1226,409000,136,2,2,2,0,1,0,38,1,3,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1227,165000,88,1,1,1,0,1,0,26,1,2,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1228,289000,110,1,1,1,0,2,0,33,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1229,270000,100,1,1,1,0,0,0,37,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1230,165000,72,1,1,1,0,1,0,22,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1231,279000,90,2,1,1,0,1,0,30,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1232,577000,202,0,1,2,0,3,0,40,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1233,195000,76,2,1,1,1,1,0,31,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1234,185000,55,1,1,1,0,1,0,17,1,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1235,280000,113,2,1,1,0,1,0,34,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1236,199000,70,1,1,1,0,2,0,30,1,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1237,295000,100,1,1,1,0,2,0,29,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1238,275000,105,1,1,1,0,0,0,16,1,3,20,0,1,20,1,1,0,0,0,0,0,0,0,0,0,0,1
1239,228000,82,1,1,1,0,1,0,25,1,2,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1240,250000,118,2,1,2,0,1,0,38,1,2,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1241,420000,155,1,1,2,0,2,0,45,1,2,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1242,285000,140,2,1,1,0,0,0,44,1,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1243,259000,110,1,1,1,0,1,1,37,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,465000,260,2,3,5,0,2,0,63,5,2,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1245,239000,116,1,1,1,0,2,0,40,1,2,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1246,265000,120,1,1,1,0,2,0,38,1,2,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1247,389000,100,2,1,2,0,1,0,30,1,2,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1248,245000,120,2,1,1,0,1,0,37,1,2,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1249,245000,120,2,2,1,0,2,0,39,2,2,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1250,145000,60,1,1,1,0,0,0,20,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1251,249000,85,1,1,1,0,2,0,25,1,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1252,475000,226,1,1,2,0,1,0,21,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1253,245000,124,1,1,1,0,1,0,40,1,4,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1254,180000,84,1,1,1,0,1,0,25,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1255,375000,135,2,1,2,0,1,0,40,1,2,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1256,230000,92,1,2,1,0,2,0,27,1,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1257,359000,130,1,1,1,0,2,0,45,1,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1258,360000,110,1,1,2,0,1,0,33,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1259,299000,100,1,1,1,0,2,0,30,1,2,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1260,280000,120,1,1,2,0,2,0,40,1,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1261,190000,100,0,2,2,0,1,0,20,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1262,335000,150,1,1,1,0,1,0,30,1,2,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1263,225000,100,1,1,1,0,2,0,30,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1264,249000,105,1,1,1,0,1,0,40,1,4,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1265,350000,95,2,1,1,0,2,0,28,1,3,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1266,169000,65,1,1,1,0,2,0,20,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1267,140000,54,1,1,1,0,1,0,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1268,255000,109,1,2,2,0,1,0,32,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1269,185000,65,1,1,1,0,2,0,20,1,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1270,155000,89,1,2,1,0,1,0,27,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1271,189000,55,1,1,1,0,2,0,20,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1272,230000,75,2,2,1,0,1,0,24,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1273,235000,86,1,1,1,0,1,0,30,1,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1274,249000,55,2,1,1,0,1,0,17,1,3,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1275,175000,174,1,1,1,0,0,0,51,1,2,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1276,149500,97,1,2,1,0,0,0,29,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1277,125000,50,2,1,1,0,0,0,15,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1278,245000,140,2,1,1,0,0,0,42,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1279,239000,85,1,1,1,0,1,0,31,1,2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1280,165000,78,2,1,1,0,0,0,23,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1281,310000,100,2,1,1,0,2,0,40,1,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1282,399000,110,2,1,1,0,1,0,35,1,2,102,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1283,189000,80,0,1,2,0,1,0,24,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1284,219000,100,1,1,1,0,1,0,17,1,2,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1285,239000,90,1,2,2,0,3,0,25,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1286,199000,100,1,2,2,0,2,0,20,2,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1287,215000,120,1,2,2,0,0,0,36,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1288,295000,90,2,1,1,0,2,0,25,1,2,0,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0
1289,460000,115,2,2,3,0,3,0,30,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1290,199000,110,1,1,1,0,1,0,30,1,2,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1291,350000,140,1,2,1,0,1,0,42,1,2,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0
1292,225000,120,2,1,2,1,1,0,36,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1293,349000,130,1,2,2,0,1,0,30,1,2,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1294,889000,241,1,2,2,0,1,0,41,1,4,0,0,0,65,1,1,0,0,0,0,0,0,0,0,0,0,1
1295,250000,110,1,1,1,0,1,0,25,1,2,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0
1296,119000,55,1,1,1,0,1,0,17,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1297,119000,55,1,1,1,0,1,0,16,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1298,129000,56,1,1,1,0,1,0,16,1,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1299,199000,90,1,1,1,0,2,0,27,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1300,129000,55,1,1,1,0,1,0,16,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1301,149000,56,1,1,1,0,1,0,16,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1302,269000,92,1,2,1,0,1,0,30,1,2,0,1,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0
1303,359000,160,1,1,1,0,2,0,28,1,2,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,1
1304,389000,180,1,2,4,0,2,0,23,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1305,469000,190,1,1,3,0,1,0,56,1,2,0,0,0,65,1,1,0,0,0,0,0,0,0,0,0,0,1
1306,339000,156,1,4,1,0,1,0,46,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1307,320000,120,0,1,1,0,0,0,36,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1308,325000,250,0,1,1,0,0,0,74,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1309,345000,170,1,1,2,0,2,0,28,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1310,447000,190,1,1,1,0,1,0,41,2,2,14,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,1
1311,449000,137,1,2,2,0,1,0,18,2,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1312,375000,183,2,1,2,0,0,0,34,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1313,525000,215,1,1,2,0,1,0,63,1,2,0,0,0,90,1,1,0,0,0,0,0,0,0,0,0,0,1
1314,385000,189,1,3,1,0,2,0,56,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1315,240000,70,1,2,1,0,2,0,24,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1316,245000,140,1,1,1,0,1,0,44,1,2,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1317,219000,67,1,1,1,0,2,0,37,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1318,245000,105,1,1,1,0,1,0,40,1,4,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1319,180000,80,1,2,1,0,0,0,36,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1320,235000,102,1,1,1,0,0,0,34,1,2,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1321,225000,85,2,1,1,0,1,0,27,1,2,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1322,219000,85,2,1,1,0,1,0,30,1,2,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1323,195000,95,1,1,1,0,1,0,30,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1324,195000,95,1,1,1,0,1,0,30,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1325,225000,80,1,1,1,0,2,0,27,1,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1326,225000,90,2,1,1,0,1,0,40,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1327,199000,75,1,1,1,0,3,0,26,1,2,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1328,134000,56,1,1,1,0,1,0,17,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1329,189000,80,1,1,1,0,1,0,30,1,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1330,265000,115,2,1,1,0,1,0,43,1,2,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1331,240000,105,2,1,1,0,1,0,32,1,2,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1332,80000,120,1,1,1,0,2,0,39,1,2,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1333,209000,135,1,1,1,1,1,0,50,1,2,23,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1334,239000,80,1,1,1,0,2,0,30,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1335,199000,107,1,1,1,1,1,0,34,1,3,16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1336,685000,200,2,2,1,0,1,0,59,1,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1337,429000,210,1,2,2,0,2,0,77,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1338,199000,84,1,1,1,0,1,0,29,1,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1339,285000,110,1,1,1,0,1,0,40,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1340,235000,120,2,2,1,0,1,0,39,1,2,27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1341,385000,140,2,1,2,0,2,0,60,1,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1342,135000,66,1,2,1,0,1,0,20,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1343,245000,150,1,1,2,0,2,1,45,1,2,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,230000,110,2,1,1,0,1,0,41,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1345,315000,117,2,1,1,0,2,0,35,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1346,229000,113,1,1,1,0,0,0,35,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1347,152000,52,2,1,1,1,1,0,19,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1348,299000,135,2,1,1,0,3,0,60,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1349,205000,90,1,1,1,0,1,0,27,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1350,165000,50,1,1,1,0,2,0,20,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1351,190000,110,1,1,1,0,1,0,20,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1352,235000,118,1,1,1,0,1,0,33,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1353,169000,75,1,1,1,0,1,0,22,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1354,148000,54,1,1,1,0,1,0,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1355,215000,100,1,1,1,0,1,0,35,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1356,129000,75,1,1,1,0,1,0,27,1,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1357,165000,47,1,1,1,0,2,0,17,1,2,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1358,298000,105,1,1,1,0,1,0,31,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1359,189000,84,1,1,1,0,2,0,30,1,4,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1360,279000,119,1,2,1,0,3,0,36,1,2,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1361,145000,75,1,1,1,0,0,0,28,1,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1362,220000,80,2,2,1,0,1,0,24,1,2,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1363,145000,55,2,1,1,0,1,0,16,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1364,170000,74,1,1,1,0,2,0,28,1,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1365,189000,92,2,1,1,0,1,0,27,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1366,199000,100,1,1,1,0,1,0,30,1,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1367,139000,55,1,1,1,0,1,0,28,1,4,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1368,240000,65,2,1,1,0,3,0,28,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1369,240000,65,2,1,1,0,3,0,28,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1370,235000,97,1,1,1,0,1,0,33,1,2,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1371,139000,50,0,1,1,0,3,0,25,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1372,139000,50,0,1,1,0,3,0,25,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,159000,55,1,1,1,0,1,0,25,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1374,150000,50,1,1,1,0,1,0,28,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1375,109000,41,1,1,1,0,1,0,15,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1376,135000,50,1,1,1,0,1,0,15,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1377,199000,96,2,1,1,0,2,0,16,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1378,160000,74,1,1,1,0,1,0,28,1,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1379,99000,39,1,1,1,0,1,0,12,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1380,300000,130,1,2,2,0,2,0,46,1,3,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1381,549000,255,1,1,1,0,1,0,75,1,2,43,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1382,159000,86,1,1,1,0,1,0,26,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1383,348000,130,1,2,2,0,2,0,46,1,3,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1384,299000,110,2,1,2,0,2,0,33,1,2,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1385,229000,100,2,1,1,0,2,0,30,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1386,169000,105,1,1,1,0,1,0,37,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1387,225000,110,2,1,2,0,1,0,30,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1388,245000,100,1,1,1,0,1,0,37,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1389,215500,116,1,1,1,0,1,0,34,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1390,449000,132,1,2,2,0,1,0,30,1,2,30,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1391,425000,215,1,2,2,0,1,0,63,1,2,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1392,159500,97,1,2,1,0,0,0,29,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1393,229000,126,1,1,1,0,1,0,39,1,2,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1394,255000,104,2,1,1,1,1,0,28,1,2,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1395,190000,99,1,1,1,0,1,0,37,1,3,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1396,219000,85,1,1,1,1,1,0,25,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1397,229000,100,0,1,1,0,0,0,40,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1398,205000,68,1,1,1,0,1,0,30,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1399,395000,170,2,1,1,0,2,0,50,1,2,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1400,149500,49,1,1,1,0,1,0,15,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1401,820,100,2,1,1,0,1,0,40,1,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1402,220000,80,1,1,1,0,2,0,30,1,2,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1403,240000,80,1,1,1,0,1,0,22,1,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1404,295000,101,2,1,1,0,1,0,32,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1405,249000,94,2,1,1,0,1,0,32,1,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1406,380000,174,0,1,1,0,1,0,37,1,2,8,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1
1407,230000,103,1,1,1,0,0,0,33,1,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1408,875000,375,1,2,3,0,0,0,40,2,2,30,0,0,300,0,1,0,0,0,0,0,0,0,0,0,0,1
1409,175000,82,1,1,1,0,1,0,25,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1410,295000,155,1,1,1,0,1,0,70,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1411,375000,210,2,2,2,0,0,0,50,1,2,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1412,149000,35,2,1,1,0,1,0,20,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1413,149500,65,1,1,1,0,1,0,20,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1414,240000,65,1,1,1,0,0,0,20,1,2,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0
1415,165000,94,1,2,1,0,1,0,28,1,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1416,174000,50,2,1,1,0,2,0,15,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1417,179000,50,1,1,1,0,1,0,15,1,2,12,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0
1418,350000,196,1,1,1,0,0,0,12,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1419,579000,237,1,2,1,0,1,0,37,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1420,215000,95,0,1,1,0,1,0,28,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1421,139000,55,1,1,1,0,1,0,21,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1422,169000,55,1,1,1,0,2,0,14,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1423,125000,50,1,1,1,0,1,0,15,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1424,285000,120,1,1,1,0,1,0,40,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1425,169000,70,1,1,1,0,1,0,55,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1426,210000,92,1,1,1,0,1,0,27,1,2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1427,185000,83,1,1,1,0,2,0,32,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1428,295000,115,1,1,1,0,1,0,42,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1429,195000,70,1,1,1,0,3,0,20,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1430,215000,97,1,1,1,0,0,0,24,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1431,210000,97,1,1,1,0,0,0,24,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
